EUR	1.00000000
AUD	1.61690000
BGN	1.95580000
BRL	5.92270000
CAD	1.49110000
CHF	0.97610000
CNY	7.92230000
CZK	25.35200000
DKK	7.46110000
GBP	0.84058000
HKD	8.50820000
HUF	391.93000000
IDR	17633.22000000
ILS	3.95240000
INR	91.11150000
ISK	149.30000000
JPY	172.65000000
KRW	1507.53000000
MXN	19.33240000
MYR	5.09780000
NOK	11.78150000
NZD	1.79600000
PHP	63.68400000
PLN	4.26830000
RON	4.96620000
SEK	11.55450000
SGD	1.46470000
THB	39.32900000
TRY	36.07850000
USD	1.09020000
ZAR	19.70670000
