EUR	1.00000000
AUD	1.60880000
BGN	1.95580000
BRL	5.93350000
CAD	1.48790000
CHF	0.97550000
CNY	7.92060000
CZK	25.42200000
DKK	7.46140000
GBP	0.84045000
HKD	8.51330000
HUF	391.48000000
IDR	17654.29000000
ILS	3.94090000
INR	91.16800000
ISK	149.30000000
JPY	172.34000000
KRW	1508.27000000
MXN	19.40410000
MYR	5.09520000
NOK	11.74600000
NZD	1.79040000
PHP	63.71100000
PLN	4.24950000
RON	4.96920000
SEK	11.53750000
SGD	1.46400000
THB	39.47200000
TRY	36.05540000
USD	1.09070000
ZAR	19.83240000
